 65.37	3150	3150	U	0	unclassified
 34.63	1669	60	R	1	root
 33.24	1602	0	R1	131567	  cellular organisms
 33.12	1596	15	D	2	    Bacteria
 25.38	1223	6	D1	1783272	      Terrabacteria group
 20.54	990	45	P	1239	        Firmicutes
 16.14	778	0	C	186801	          Clostridia
 16.14	778	51	O	186802	            Eubacteriales
  8.13	392	40	F	186803	              Lachnospiraceae
  2.18	105	35	G	572511	                Blautia
  0.85	41	41	S	1737424	                  Blautia massiliensis
  0.27	13	0	G1	2648079	                  unclassified Blautia
  0.27	13	13	S	2479767	                    Blautia sp. SC05B48
  0.23	11	0	S	40520	                  Blautia obeum
  0.23	11	11	S1	657314	                    Blautia obeum A2-162
  0.04	2	2	S	33035	                  Blautia producta
  0.04	2	2	S	2779518	                  Blautia liquoris
  0.02	1	1	S	1912897	                  Blautia argi
  0.98	47	0	G	2316020	                Mediterraneibacter
  0.50	24	0	S	33039	                  [Ruminococcus] torques
  0.50	24	24	S1	657313	                    [Ruminococcus] torques L2-14
  0.48	23	21	S	33038	                  [Ruminococcus] gnavus
  0.04	2	2	S1	411470	                    [Ruminococcus] gnavus ATCC 29149
  0.91	44	4	G	33042	                Coprococcus
  0.50	24	24	S	410072	                  Coprococcus comes
  0.19	9	9	S	116085	                  Coprococcus catus
  0.08	4	0	S	33043	                  Coprococcus eutactus
  0.08	4	4	S1	411474	                    Coprococcus eutactus ATCC 27759
  0.06	3	0	G1	2684943	                  unclassified Coprococcus
  0.06	3	3	S	751585	                    Coprococcus sp. ART55/1
  0.81	39	0	G	189330	                Dorea
  0.81	39	39	S	88431	                  Dorea longicatena
  0.75	36	0	G	2569097	                Anaerobutyricum
  0.75	36	36	S	39488	                  Anaerobutyricum hallii
  0.62	30	0	G	207244	                Anaerostipes
  0.62	30	30	S	649756	                  Anaerostipes hadrus
  0.54	26	2	G	841	                Roseburia
  0.33	16	11	S	166486	                  Roseburia intestinalis
  0.04	2	2	S1	657315	                    Roseburia intestinalis M50/1
  0.04	2	2	S1	718255	                    Roseburia intestinalis XB6B4
  0.02	1	1	S1	536231	                    Roseburia intestinalis L1-82
  0.10	5	5	S	301301	                  Roseburia hominis
  0.06	3	0	G1	2637578	                  unclassified Roseburia
  0.06	3	3	S	2763062	                    Roseburia sp. NSJ-69
  0.15	7	0	G	28050	                Lachnospira
  0.15	7	7	S	39485	                  Lachnospira eligens
  0.12	6	0	G	2944193	                Simiaoa
  0.12	6	6	S	2763672	                  Simiaoa sunii
  0.08	4	0	G	1506553	                Lachnoclostridium
  0.06	3	3	S	29347	                  [Clostridium] scindens
  0.02	1	1	S	89153	                  [Clostridium] hylemonae
  0.06	3	0	G	2719313	                Enterocloster
  0.04	2	2	S	1531	                  Enterocloster clostridioformis
  0.02	1	1	S	208479	                  Enterocloster bolteae
  0.04	2	0	G	2005359	                Faecalicatena
