 71.08	3336	3336	U	0	unclassified
 28.92	1357	97	R	1	root
 26.74	1255	0	R1	131567	  cellular organisms
 26.72	1254	17	D	2	    Bacteria
 15.96	749	49	P	1224	      Proteobacteria
  9.91	465	9	C	28216	        Betaproteobacteria
  9.38	440	28	O	80840	          Burkholderiales
  8.31	390	79	F	80864	            Comamonadaceae
  3.81	179	30	G	12916	              Acidovorax
  1.96	92	12	G1	2684926	                unclassified Acidovorax
  0.66	31	31	S	1858609	                  Acidovorax sp. T1
  0.28	13	13	S	358220	                  Acidovorax sp. KKS102
  0.23	11	11	S	1842533	                  Acidovorax sp. RAC01
  0.21	10	10	S	2518343	                  Acidovorax sp. JMULE5
  0.19	9	9	S	2478662	                  Acidovorax sp. 1608163
  0.11	5	5	S	2714923	                  Acidovorax sp. HDW3
  0.02	1	1	S	2738413	                  Acidovorax sp. YS12
  1.04	49	49	S	553814	                Acidovorax carolinensis
  0.06	3	0	S	80867	                Acidovorax avenae
  0.06	3	3	S1	80870	                  Acidovorax avenae subsp. avenae
  0.04	2	2	S	758826	                Acidovorax radicis
  0.02	1	1	S	80868	                Acidovorax cattleyae
  0.02	1	1	S	1926868	                Acidovorax monticola
  0.02	1	1	S	2743470	                Acidovorax antarcticus
  0.51	24	5	G	283	              Comamonas
  0.13	6	0	G1	2638500	                unclassified Comamonas
  0.06	3	3	S	2918299	                  Comamonas sp. B21-038
  0.04	2	2	S	2853163	                  Comamonas sp. NLF-1-9
  0.02	1	1	S	2853257	                  Comamonas sp. Y33R10-2
  0.11	5	5	S	225991	                Comamonas aquatica
  0.04	2	2	S	285	                Comamonas testosteroni
  0.04	2	2	S	225992	                Comamonas kerstersii
  0.04	2	2	S	1082851	                Comamonas serinivorans
  0.04	2	2	S	2796366	                Comamonas fluminis
  0.47	22	6	G	238749	              Diaphorobacter
  0.23	11	2	G1	2649760	                unclassified Diaphorobacter
  0.09	4	4	S	2792224	                  Diaphorobacter sp. JS3051
  0.06	3	3	S	2714924	                  Diaphorobacter sp. HDW4A
  0.04	2	2	S	2735554	                  Diaphorobacter sp. JS3050
  0.09	4	4	S	1715720	                Diaphorobacter ruginosibacter
  0.02	1	1	S	164759	                Diaphorobacter nitroreducens
  0.36	17	1	G	28065	              Rhodoferax
  0.13	6	0	G1	2627954	                unclassified Rhodoferax
  0.09	4	4	S	2752316	                  Rhodoferax sp. AJA081-3
  0.02	1	1	S	2798804	                  Rhodoferax sp. MIZ03
  0.02	1	1	S	2822760	                  Rhodoferax sp. PAMC 29310
  0.09	4	4	S	1842727	                Rhodoferax koreense
  0.06	3	3	S	2509614	                Rhodoferax sediminis
  0.02	1	1	S	81479	                Rhodoferax antarcticus
  0.02	1	1	S	1484693	                Rhodoferax saidenbachensis
  0.02	1	1	S	2527691	                Rhodoferax aquaticus
  0.34	16	4	G	34072	              Variovorax
  0.17	8	0	G1	663243	                unclassified Variovorax
  0.04	2	2	S	2774875	                  Variovorax sp. 38R
  0.04	2	2	S	2762322	                  Variovorax sp. PAMC26660
  0.02	1	1	S	207745	                  Variovorax sp. WDL1
  0.02	1	1	S	2762323	                  Variovorax sp. PAMC28562
  0.02	1	1	S	662548	                  Variovorax sp. RA8
  0.02	1	1	S	1795631	                  Variovorax sp. PAMC 28711
  0.06	3	2	S	34073	                Variovorax paradoxus
  0.02	1	1	S1	595537	                  Variovorax paradoxus EPS
  0.02	1	1	S	436515	                Variovorax boronicumulans
  0.26	12	2	G	47420	              Hydrogenophaga
  0.15	7	2	G1	2610897	                unclassified Hydrogenophaga
  0.04	2	2	S	1842537	                  Hydrogenophaga sp. RAC07
  0.02	1	1	S	434010	                  Hydrogenophaga sp. PBL-H3
  0.02	1	1	S	2651974	                  Hydrogenophaga sp. BPS33
  0.02	1	1	S	2806262	                  Hydrogenophaga sp. YM1
  0.04	2	2	S	1763535	                Hydrogenophaga crassostreae
  0.02	1	1	S	65656	                Hydrogenophaga taeniospiralis
  0.19	9	0	G	52972	              Polaromonas
  0.11	5	0	S	216465	                Polaromonas naphthalenivorans
  0.11	5	5	S1	365044	                  Polaromonas naphthalenivorans CJ2
  0.09	4	4	G1	2638319	                unclassified Polaromonas
  0.13	6	3	G	80865	              Delftia
  0.04	2	2	S	80866	                Delftia acidovorans
  0.02	1	1	S	180282	                Delftia tsuruhatensis
  0.13	6	1	G	219181	              Ottowia
  0.09	4	4	S	2109914	                Ottowia oryzae
  0.02	1	1	S	2816950	                Ottowia testudinis
  0.09	4	0	G	1649468	              Melaminivora
  0.04	2	2	S	1267217	                Melaminivora jejuensis
  0.04	2	0	G1	2641902	                unclassified Melaminivora
  0.04	2	2	S	2109913	                  Melaminivora sp. SC2-9
  0.06	3	0	G	2490452	              Serpentinimonas
  0.06	3	3	S	1458426	                Serpentinimonas maccroryi
  0.06	3	0	G	352450	              Simplicispira
  0.06	3	3	S	2109915	                Simplicispira suum
  0.04	2	0	G	174951	              Ramlibacter
  0.04	2	1	S	94132	                Ramlibacter tataouinensis
  0.02	1	1	S1	365046	                  Ramlibacter tataouinensis TTB310
  0.04	2	0	G	201096	              Alicycliphilus
  0.04	2	2	S	179636	                Alicycliphilus denitrificans
  0.04	2	0	G	665874	              Limnohabitans
  0.04	2	0	G1	2626134	                unclassified Limnohabitans
  0.04	2	2	S	1678128	                  Limnohabitans sp. 63ED37-2
  0.02	1	0	G	2678886	              Pulveribacter
  0.02	1	1	S	2116657	                Pulveribacter suum
  0.02	1	0	G	364316	              Verminephrobacter
  0.02	1	0	S	364317	                Verminephrobacter eiseniae
  0.02	1	1	S1	391735	                  Verminephrobacter eiseniae EF01-2
  0.02	1	0	G	281915	              Curvibacter
  0.02	1	0	G1	2685271	                unclassified Curvibacter
  0.02	1	1	S	1844971	                  Curvibacter sp. AEP1-3
  0.02	1	0	G	232523	              Hylemonella
  0.02	1	1	S	80880	                Hylemonella gracilis
  0.13	6	1	F	506	            Alcaligenaceae
  0.02	1	1	G	222	              Achromobacter
  0.02	1	0	G	507	              Alcaligenes
  0.02	1	1	S	511	                Alcaligenes faecalis
  0.02	1	0	G	517	              Bordetella
  0.02	1	1	S	94624	                Bordetella petrii
  0.02	1	0	G	152267	              Pigmentiphaga
  0.02	1	1	S	1940612	                Pigmentiphaga aceris
  0.02	1	0	G	1921582	              Orrella
  0.02	1	0	G1	2648553	                unclassified Orrella
  0.02	1	1	S	2782176	                  Orrella sp. f23
  0.13	6	1	F	119060	            Burkholderiaceae
  0.02	1	0	G	32008	              Burkholderia
  0.02	1	1	G1	87882	                Burkholderia cepacia complex
  0.02	1	1	G	93217	              Pandoraea
  0.02	1	0	G	106589	              Cupriavidus
  0.02	1	1	S	96344	                Cupriavidus oxalaticus
  0.02	1	0	G	131079	              Limnobacter
  0.02	1	0	G1	2630203	                unclassified Limnobacter
  0.02	1	1	S	2732163	                  Limnobacter sp. SAORIC-580
  0.02	1	0	G	1822464	              Paraburkholderia
  0.02	1	0	S	36873	                Paraburkholderia xenovorans
  0.02	1	1	S1	266265	                  Paraburkholderia xenovorans LB400
  0.09	4	0	F	2975441	            Sphaerotilaceae
  0.04	2	0	G	215579	              Schlegelella
  0.04	2	2	S	413882	                Schlegelella brevitalea
  0.02	1	0	G	93681	              Roseateles
  0.02	1	1	S	76731	                Roseateles depolymerans
  0.02	1	0	G	391952	              Aquincola
  0.02	1	1	S	391953	                Aquincola tertiaricarbonis
  0.06	3	0	F	75682	            Oxalobacteraceae
  0.04	2	0	F1	2895353	              Massilia group
  0.04	2	0	G	149698	                Massilia
  0.02	1	1	S	871742	                  Massilia flava
  0.02	1	0	G1	2609279	                  unclassified Massilia
  0.02	1	1	S	2769491	                    Massilia sp. LPB0304
  0.02	1	0	G	29580	              Janthinobacterium
  0.02	1	1	S	2590869	                Janthinobacterium tructae
  0.06	3	0	O1	224471	            Burkholderiales genera incertae sedis
  0.04	2	0	G	88	              Leptothrix
  0.04	2	0	S	34029	                Leptothrix cholodnii
  0.04	2	2	S1	395495	                  Leptothrix cholodnii SP-6
  0.02	1	0	G	32012	              Thiomonas
  0.02	1	1	S	426114	                Thiomonas arsenitoxydans
