 72.25	1724	1724	U	0	unclassified
 27.75	662	49	R	1	root
 25.69	613	0	R1	131567	  cellular organisms
 25.69	613	7	D	2	    Bacteria
 15.21	363	21	P	1224	      Proteobacteria
  9.64	230	3	C	28216	        Betaproteobacteria
  9.26	221	18	O	80840	          Burkholderiales
  7.88	188	38	F	80864	            Comamonadaceae
  3.56	85	16	G	12916	              Acidovorax
  1.84	44	3	G1	2684926	                unclassified Acidovorax
  0.63	15	15	S	1858609	                  Acidovorax sp. T1
  0.25	6	6	S	358220	                  Acidovorax sp. KKS102
  0.25	6	6	S	2518343	                  Acidovorax sp. JMULE5
  0.21	5	5	S	2714923	                  Acidovorax sp. HDW3
  0.17	4	4	S	1842533	                  Acidovorax sp. RAC01
  0.17	4	4	S	2478662	                  Acidovorax sp. 1608163
  0.04	1	1	S	2738413	                  Acidovorax sp. YS12
  0.84	20	20	S	553814	                Acidovorax carolinensis
  0.13	3	0	S	80867	                Acidovorax avenae
  0.13	3	3	S1	80870	                  Acidovorax avenae subsp. avenae
  0.04	1	1	S	758826	                Acidovorax radicis
  0.04	1	1	S	1926868	                Acidovorax monticola
  0.63	15	4	G	238749	              Diaphorobacter
  0.38	9	2	G1	2649760	                unclassified Diaphorobacter
  0.13	3	3	S	2714924	                  Diaphorobacter sp. HDW4A
  0.08	2	2	S	2735554	                  Diaphorobacter sp. JS3050
  0.08	2	2	S	2792224	                  Diaphorobacter sp. JS3051
  0.08	2	2	S	1715720	                Diaphorobacter ruginosibacter
  0.54	13	2	G	283	              Comamonas
  0.17	4	4	S	225991	                Comamonas aquatica
  0.13	3	0	G1	2638500	                unclassified Comamonas
  0.08	2	2	S	2853163	                  Comamonas sp. NLF-1-9
  0.04	1	1	S	2918299	                  Comamonas sp. B21-038
  0.08	2	2	S	285	                Comamonas testosteroni
  0.04	1	1	S	225992	                Comamonas kerstersii
  0.04	1	1	S	2796366	                Comamonas fluminis
  0.29	7	0	G	28065	              Rhodoferax
  0.08	2	2	S	1842727	                Rhodoferax koreense
  0.08	2	0	G1	2627954	                unclassified Rhodoferax
  0.08	2	2	S	2752316	                  Rhodoferax sp. AJA081-3
  0.04	1	1	S	81479	                Rhodoferax antarcticus
  0.04	1	1	S	1484693	                Rhodoferax saidenbachensis
  0.04	1	1	S	2509614	                Rhodoferax sediminis
  0.21	5	1	G	34072	              Variovorax
  0.17	4	0	G1	663243	                unclassified Variovorax
  0.08	2	2	S	2774875	                  Variovorax sp. 38R
  0.04	1	1	S	662548	                  Variovorax sp. RA8
  0.04	1	1	S	1795631	                  Variovorax sp. PAMC 28711
  0.21	5	1	G	47420	              Hydrogenophaga
  0.08	2	0	G1	2610897	                unclassified Hydrogenophaga
  0.04	1	1	S	1842537	                  Hydrogenophaga sp. RAC07
  0.04	1	1	S	2806262	                  Hydrogenophaga sp. YM1
  0.04	1	1	S	65656	                Hydrogenophaga taeniospiralis
  0.04	1	1	S	1763535	                Hydrogenophaga crassostreae
  0.21	5	0	G	52972	              Polaromonas
  0.13	3	0	S	216465	                Polaromonas naphthalenivorans
  0.13	3	3	S1	365044	                  Polaromonas naphthalenivorans CJ2
  0.08	2	2	G1	2638319	                unclassified Polaromonas
  0.08	2	1	G	80865	              Delftia
  0.04	1	1	S	180282	                Delftia tsuruhatensis
  0.08	2	1	G	219181	              Ottowia
  0.04	1	1	S	2109914	                Ottowia oryzae
  0.08	2	0	G	665874	              Limnohabitans
  0.08	2	0	G1	2626134	                unclassified Limnohabitans
  0.08	2	2	S	1678128	                  Limnohabitans sp. 63ED37-2
  0.08	2	0	G	352450	              Simplicispira
  0.08	2	2	S	2109915	                Simplicispira suum
  0.04	1	0	G	2678886	              Pulveribacter
  0.04	1	1	S	2116657	                Pulveribacter suum
  0.04	1	0	G	2490452	              Serpentinimonas
  0.04	1	1	S	1458426	                Serpentinimonas maccroryi
  0.04	1	0	G	1649468	              Melaminivora
  0.04	1	0	G1	2641902	                unclassified Melaminivora
  0.04	1	1	S	2109913	                  Melaminivora sp. SC2-9
  0.04	1	0	G	364316	              Verminephrobacter
  0.04	1	0	S	364317	                Verminephrobacter eiseniae
  0.04	1	1	S1	391735	                  Verminephrobacter eiseniae EF01-2
  0.04	1	0	G	232523	              Hylemonella
  0.04	1	1	S	80880	                Hylemonella gracilis
  0.04	1	0	G	201096	              Alicycliphilus
  0.04	1	1	S	179636	                Alicycliphilus denitrificans
  0.04	1	0	G	174951	              Ramlibacter
  0.04	1	1	S	94132	                Ramlibacter tataouinensis
  0.13	3	1	F	506	            Alcaligenaceae
  0.04	1	0	G	517	              Bordetella
  0.04	1	1	S	94624	                Bordetella petrii
  0.04	1	0	G	152267	              Pigmentiphaga
