 70.80	14871	14871	U	0	unclassified
 29.20	6133	415	R	1	root
 27.13	5698	2	R1	131567	  cellular organisms
 27.09	5690	132	D	2	    Bacteria
 16.51	3468	245	P	1224	      Proteobacteria
 10.18	2139	52	C	28216	        Betaproteobacteria
  9.58	2012	140	O	80840	          Burkholderiales
  8.41	1767	332	F	80864	            Comamonadaceae
  3.86	811	139	G	12916	              Acidovorax
  1.85	388	39	G1	2684926	                unclassified Acidovorax
  0.68	142	142	S	1858609	                  Acidovorax sp. T1
  0.32	67	67	S	358220	                  Acidovorax sp. KKS102
  0.21	45	45	S	2518343	                  Acidovorax sp. JMULE5
  0.20	42	42	S	2478662	                  Acidovorax sp. 1608163
  0.18	37	37	S	1842533	                  Acidovorax sp. RAC01
  0.05	10	10	S	2714923	                  Acidovorax sp. HDW3
  0.03	6	6	S	2738413	                  Acidovorax sp. YS12
  1.11	234	234	S	553814	                Acidovorax carolinensis
  0.10	20	20	S	758826	                Acidovorax radicis
  0.05	11	11	S	1926868	                Acidovorax monticola
  0.04	9	0	S	80867	                Acidovorax avenae
  0.04	9	8	S1	80870	                  Acidovorax avenae subsp. avenae
  0.00	1	1	S2	643561	                    Acidovorax avenae subsp. avenae ATCC 19860
  0.04	8	8	S	2743470	                Acidovorax antarcticus
  0.01	2	2	S	80868	                Acidovorax cattleyae
  0.57	120	27	G	283	              Comamonas
  0.12	26	3	G1	2638500	                unclassified Comamonas
  0.05	10	10	S	2853257	                  Comamonas sp. Y33R10-2
  0.03	6	6	S	2853163	                  Comamonas sp. NLF-1-9
  0.02	5	5	S	2918299	                  Comamonas sp. B21-038
  0.01	2	2	S	2966554	                  Comamonas sp. C11
  0.11	24	24	S	225991	                Comamonas aquatica
  0.05	11	11	S	2796366	                Comamonas fluminis
  0.05	10	10	S	285	                Comamonas testosteroni
  0.03	6	6	S	379895	                Comamonas odontotermitis
  0.02	5	5	S	1562974	                Comamonas piscis
  0.02	4	4	S	1082851	                Comamonas serinivorans
