 70.97	4936	4936	U	0	unclassified
 29.03	2019	144	R	1	root
 26.84	1867	0	R1	131567	  cellular organisms
 26.80	1864	33	D	2	    Bacteria
 15.90	1106	70	P	1224	      Proteobacteria
 10.09	702	15	C	28216	        Betaproteobacteria
  9.53	663	48	O	80840	          Burkholderiales
  8.38	583	121	F	80864	            Comamonadaceae
  3.87	269	46	G	12916	              Acidovorax
  1.88	131	16	G1	2684926	                unclassified Acidovorax
  0.63	44	44	S	1858609	                  Acidovorax sp. T1
  0.27	19	19	S	358220	                  Acidovorax sp. KKS102
  0.23	16	16	S	2518343	                  Acidovorax sp. JMULE5
  0.20	14	14	S	1842533	                  Acidovorax sp. RAC01
  0.20	14	14	S	2478662	                  Acidovorax sp. 1608163
  0.07	5	5	S	2714923	                  Acidovorax sp. HDW3
  0.04	3	3	S	2738413	                  Acidovorax sp. YS12
  1.11	77	77	S	553814	                Acidovorax carolinensis
  0.06	4	4	S	758826	                Acidovorax radicis
  0.06	4	4	S	2743470	                Acidovorax antarcticus
  0.04	3	0	S	80867	                Acidovorax avenae
  0.04	3	3	S1	80870	                  Acidovorax avenae subsp. avenae
  0.04	3	3	S	1926868	                Acidovorax monticola
  0.01	1	1	S	80868	                Acidovorax cattleyae
  0.55	38	11	G	283	              Comamonas
  0.13	9	1	G1	2638500	                unclassified Comamonas
  0.06	4	4	S	2918299	                  Comamonas sp. B21-038
  0.03	2	2	S	2853163	                  Comamonas sp. NLF-1-9
  0.03	2	2	S	2853257	                  Comamonas sp. Y33R10-2
  0.09	6	6	S	225991	                Comamonas aquatica
  0.06	4	4	S	2796366	                Comamonas fluminis
  0.04	3	3	S	285	                Comamonas testosteroni
  0.03	2	2	S	225992	                Comamonas kerstersii
  0.03	2	2	S	1082851	                Comamonas serinivorans
  0.01	1	1	S	379895	                Comamonas odontotermitis
  0.42	29	8	G	238749	              Diaphorobacter
  0.23	16	2	G1	2649760	                unclassified Diaphorobacter
  0.09	6	6	S	2792224	                  Diaphorobacter sp. JS3051
  0.07	5	5	S	2714924	                  Diaphorobacter sp. HDW4A
  0.04	3	3	S	2735554	                  Diaphorobacter sp. JS3050
  0.06	4	4	S	1715720	                Diaphorobacter ruginosibacter
  0.01	1	1	S	164759	                Diaphorobacter nitroreducens
  0.37	26	8	G	34072	              Variovorax
  0.17	12	2	G1	663243	                unclassified Variovorax
  0.03	2	2	S	2774875	                  Variovorax sp. 38R
  0.03	2	2	S	2762322	                  Variovorax sp. PAMC26660
  0.03	2	2	S	1795631	                  Variovorax sp. PAMC 28711
  0.01	1	1	S	207745	                  Variovorax sp. WDL1
  0.01	1	1	S	434008	                  Variovorax sp. PBS-H4
  0.01	1	1	S	2762323	                  Variovorax sp. PAMC28562
  0.01	1	1	S	662548	                  Variovorax sp. RA8
  0.07	5	3	S	34073	                Variovorax paradoxus
  0.03	2	2	S1	595537	                  Variovorax paradoxus EPS
  0.01	1	1	S	436515	                Variovorax boronicumulans
  0.36	25	2	G	28065	              Rhodoferax
  0.12	8	0	G1	2627954	                unclassified Rhodoferax
  0.07	5	5	S	2752316	                  Rhodoferax sp. AJA081-3
  0.03	2	2	S	2798804	                  Rhodoferax sp. MIZ03
  0.01	1	1	S	2822760	                  Rhodoferax sp. PAMC 29310
  0.07	5	5	S	2509614	                Rhodoferax sediminis
  0.06	4	4	S	1842727	                Rhodoferax koreense
  0.03	2	2	S	81479	                Rhodoferax antarcticus
  0.03	2	2	S	2527691	                Rhodoferax aquaticus
  0.01	1	0	S	192843	                Rhodoferax ferrireducens
  0.01	1	1	S1	338969	                  Rhodoferax ferrireducens T118
  0.01	1	1	S	1484693	                Rhodoferax saidenbachensis
  0.23	16	2	G	47420	              Hydrogenophaga
  0.14	10	2	G1	2610897	                unclassified Hydrogenophaga
  0.03	2	2	S	1842537	                  Hydrogenophaga sp. RAC07
  0.03	2	2	S	2806262	                  Hydrogenophaga sp. YM1
  0.01	1	1	S	434010	                  Hydrogenophaga sp. PBL-H3
  0.01	1	1	S	2651974	                  Hydrogenophaga sp. BPS33
  0.01	1	1	S	2716225	                  Hydrogenophaga sp. BA0156
  0.01	1	1	S	2806347	                  Hydrogenophaga sp. SL48
  0.04	3	3	S	1763535	                Hydrogenophaga crassostreae
  0.01	1	1	S	65656	                Hydrogenophaga taeniospiralis
  0.22	15	0	G	52972	              Polaromonas
  0.13	9	0	S	216465	                Polaromonas naphthalenivorans
  0.13	9	9	S1	365044	                  Polaromonas naphthalenivorans CJ2
  0.07	5	4	G1	2638319	                unclassified Polaromonas
  0.01	1	1	S	296591	                  Polaromonas sp. JS666
  0.01	1	1	S	37448	                Polaromonas vacuolata
  0.12	8	4	G	80865	              Delftia
  0.03	2	2	S	80866	                Delftia acidovorans
  0.03	2	2	S	180282	                Delftia tsuruhatensis
  0.09	6	1	G	219181	              Ottowia
  0.06	4	4	S	2109914	                Ottowia oryzae
  0.01	1	1	S	2816950	                Ottowia testudinis
  0.09	6	0	G	1649468	              Melaminivora
  0.04	3	3	S	1267217	                Melaminivora jejuensis
  0.04	3	0	G1	2641902	                unclassified Melaminivora
  0.04	3	3	S	2109913	                  Melaminivora sp. SC2-9
  0.07	5	0	G	2490452	              Serpentinimonas
  0.07	5	5	S	1458426	                Serpentinimonas maccroryi
  0.07	5	0	G	352450	              Simplicispira
  0.07	5	5	S	2109915	                Simplicispira suum
  0.04	3	0	G	2678886	              Pulveribacter
  0.04	3	3	S	2116657	                Pulveribacter suum
  0.04	3	0	G	174951	              Ramlibacter
  0.04	3	1	S	94132	                Ramlibacter tataouinensis
  0.03	2	2	S1	365046	                  Ramlibacter tataouinensis TTB310
  0.03	2	0	G	364316	              Verminephrobacter
  0.03	2	0	S	364317	                Verminephrobacter eiseniae
  0.03	2	2	S1	391735	                  Verminephrobacter eiseniae EF01-2
  0.03	2	0	G	665874	              Limnohabitans
  0.03	2	0	G1	2626134	                unclassified Limnohabitans
  0.03	2	2	S	1678128	                  Limnohabitans sp. 63ED37-2
  0.03	2	0	G	201096	              Alicycliphilus
  0.03	2	2	S	179636	                Alicycliphilus denitrificans
  0.01	1	0	G	281915	              Curvibacter
  0.01	1	0	G1	2685271	                unclassified Curvibacter
  0.01	1	1	S	1844971	                  Curvibacter sp. AEP1-3
  0.01	1	0	G	232523	              Hylemonella
  0.01	1	1	S	80880	                Hylemonella gracilis
  0.13	9	1	F	119060	            Burkholderiaceae
  0.04	3	1	G	106589	              Cupriavidus
  0.01	1	1	S	82633	                Cupriavidus pauculus
  0.01	1	1	S	96344	                Cupriavidus oxalaticus
  0.01	1	0	G	32008	              Burkholderia
  0.01	1	1	G1	87882	                Burkholderia cepacia complex
  0.01	1	0	G	48736	              Ralstonia
  0.01	1	1	S	305	                Ralstonia solanacearum
  0.01	1	1	G	93217	              Pandoraea
  0.01	1	0	G	131079	              Limnobacter
  0.01	1	0	G1	2630203	                unclassified Limnobacter
  0.01	1	1	S	2732163	                  Limnobacter sp. SAORIC-580
  0.01	1	0	G	1822464	              Paraburkholderia
  0.01	1	0	S	36873	                Paraburkholderia xenovorans
  0.01	1	1	S1	266265	                  Paraburkholderia xenovorans LB400
  0.10	7	1	F	506	            Alcaligenaceae
  0.03	2	0	G	517	              Bordetella
  0.01	1	1	S	521	                Bordetella avium
  0.01	1	1	S	94624	                Bordetella petrii
  0.01	1	1	G	222	              Achromobacter
  0.01	1	0	G	507	              Alcaligenes
  0.01	1	1	S	511	                Alcaligenes faecalis
  0.01	1	0	G	152267	              Pigmentiphaga
  0.01	1	1	S	1940612	                Pigmentiphaga aceris
  0.01	1	0	G	1921582	              Orrella
  0.01	1	0	G1	2648553	                unclassified Orrella
  0.01	1	1	S	2782176	                  Orrella sp. f23
  0.10	7	0	F	2975441	            Sphaerotilaceae
  0.06	4	0	G	215579	              Schlegelella
  0.06	4	4	S	413882	                Schlegelella brevitalea
  0.03	2	0	G	391952	              Aquincola
  0.03	2	2	S	391953	                Aquincola tertiaricarbonis
  0.01	1	0	G	93681	              Roseateles
  0.01	1	1	S	76731	                Roseateles depolymerans
  0.07	5	0	F	75682	            Oxalobacteraceae
  0.03	2	0	G	29580	              Janthinobacterium
  0.01	1	1	S	2590869	                Janthinobacterium tructae
  0.01	1	0	G1	2610881	                unclassified Janthinobacterium
  0.01	1	1	S	2497863	                  Janthinobacterium sp. 17J80-10
  0.03	2	0	F1	2895353	              Massilia group
  0.03	2	0	G	149698	                Massilia
  0.01	1	1	S	871742	                  Massilia flava
  0.01	1	0	G1	2609279	                  unclassified Massilia
  0.01	1	1	S	2769491	                    Massilia sp. LPB0304
  0.01	1	0	G	202907	              Collimonas
  0.01	1	1	S	279058	                Collimonas arenae
  0.06	4	0	O1	224471	            Burkholderiales genera incertae sedis
  0.03	2	0	G	88	              Leptothrix
  0.03	2	0	S	34029	                Leptothrix cholodnii
  0.03	2	2	S1	395495	                  Leptothrix cholodnii SP-6
  0.01	1	0	G	32012	              Thiomonas
  0.01	1	1	S	426114	                Thiomonas arsenitoxydans
  0.01	1	0	G	318147	              Paucibacter
  0.01	1	0	G1	2642959	                unclassified Paucibacter
  0.01	1	1	S	1768242	                  Paucibacter sp. KCTC 42545
  0.14	10	0	O	206389	          Rhodocyclales
  0.13	9	0	F	2008794	            Zoogloeaceae
  0.07	5	0	G	12960	              Azoarcus
  0.04	3	3	S	41977	                Azoarcus communis
  0.01	1	1	S	418699	                Azoarcus olearius
  0.01	1	0	G1	2629479	                unclassified Azoarcus
  0.01	1	1	S	748247	                  Azoarcus sp. KH32C
  0.06	4	0	G	33057	              Thauera
  0.03	2	2	S	1134435	                Thauera humireducens
  0.01	1	1	S	96773	                Thauera chlorobenzoica
  0.01	1	0	G1	2609274	                unclassified Thauera
  0.01	1	1	S	85643	                  Thauera sp. MZ1T
  0.01	1	0	F	75787	            Rhodocyclaceae
  0.01	1	0	G	551759	              Aromatoleum
  0.01	1	0	S	551760	                Aromatoleum aromaticum
  0.01	1	1	S1	76114	                  Aromatoleum aromaticum EbN1
  0.12	8	0	O	206351	          Neisseriales
  0.10	7	0	F	481	            Neisseriaceae
  0.06	4	0	G	299568	              Uruburuella
  0.04	3	3	S	252130	                Uruburuella suis
  0.01	1	1	S	1282863	                Uruburuella testudinis
  0.01	1	0	G	59	              Vitreoscilla
  0.01	1	1	S	63	                Vitreoscilla filiformis
  0.01	1	1	G	482	              Neisseria
  0.01	1	0	G	2898489	              Paralysiella
  0.01	1	1	S	2809020	                Paralysiella testudinis
  0.01	1	0	F	1499392	            Chromobacteriaceae
