 62.69	4511	4511	U	0	unclassified
 37.31	2685	65	R	1	root
 36.26	2609	0	R1	131567	  cellular organisms
 35.88	2582	20	D	2	    Bacteria
 31.34	2255	4	D1	1783272	      Terrabacteria group
 19.50	1403	55	P	1239	        Firmicutes
 15.44	1111	0	C	186801	          Clostridia
 15.43	1110	48	O	186802	            Eubacteriales
 10.05	723	81	F	186803	              Lachnospiraceae
  2.72	196	50	G	572511	                Blautia
  1.18	85	85	S	1737424	                  Blautia massiliensis
  0.42	30	0	G1	2648079	                  unclassified Blautia
  0.38	27	27	S	2479767	                    Blautia sp. SC05B48
  0.04	3	3	S	2877527	                    Blautia sp. NBRC 113351
  0.36	26	0	S	40520	                  Blautia obeum
  0.36	26	26	S1	657314	                    Blautia obeum A2-162
  0.04	3	0	S	1322	                  Blautia hansenii
  0.04	3	3	S1	537007	                    Blautia hansenii DSM 20583
  0.01	1	1	S	1796616	                  Blautia pseudococcoides
  0.01	1	1	S	2779518	                  Blautia liquoris
  1.17	84	0	G	2569097	                Anaerobutyricum
  1.17	84	84	S	39488	                  Anaerobutyricum hallii
  1.08	78	2	G	33042	                Coprococcus
  0.79	57	57	S	410072	                  Coprococcus comes
  0.18	13	13	S	116085	                  Coprococcus catus
  0.04	3	0	S	33043	                  Coprococcus eutactus
  0.04	3	3	S1	411474	                    Coprococcus eutactus ATCC 27759
  0.04	3	0	G1	2684943	                  unclassified Coprococcus
  0.04	3	3	S	751585	                    Coprococcus sp. ART55/1
  1.03	74	0	G	189330	                Dorea
  1.03	74	74	S	88431	                  Dorea longicatena
  1.00	72	1	G	2316020	                Mediterraneibacter
  0.71	51	0	S	33039	                  [Ruminococcus] torques
  0.71	51	51	S1	657313	                    [Ruminococcus] torques L2-14
  0.28	20	18	S	33038	                  [Ruminococcus] gnavus
  0.03	2	2	S1	411470	                    [Ruminococcus] gnavus ATCC 29149
  0.97	70	0	G	207244	                Anaerostipes
  0.97	70	70	S	649756	                  Anaerostipes hadrus
  0.40	29	5	G	841	                Roseburia
  0.21	15	7	S	166486	                  Roseburia intestinalis
  0.07	5	5	S1	536231	                    Roseburia intestinalis L1-82
  0.03	2	2	S1	718255	                    Roseburia intestinalis XB6B4
  0.01	1	1	S1	657315	                    Roseburia intestinalis M50/1
  0.13	9	9	S	301301	                  Roseburia hominis
  0.22	16	0	G	28050	                Lachnospira
  0.22	16	16	S	39485	                  Lachnospira eligens
