 61.87	1519	1519	U	0	unclassified
 38.13	936	32	R	1	root
 36.62	899	0	R1	131567	  cellular organisms
 36.25	890	8	D	2	    Bacteria
 31.65	777	1	D1	1783272	      Terrabacteria group
 20.20	496	27	P	1239	        Firmicutes
 15.68	385	0	C	186801	          Clostridia
 15.68	385	18	O	186802	            Eubacteriales
 10.47	257	32	F	186803	              Lachnospiraceae
  2.73	67	14	G	572511	                Blautia
  1.34	33	33	S	1737424	                  Blautia massiliensis
  0.41	10	0	S	40520	                  Blautia obeum
  0.41	10	10	S1	657314	                    Blautia obeum A2-162
  0.33	8	0	G1	2648079	                  unclassified Blautia
  0.24	6	6	S	2479767	                    Blautia sp. SC05B48
  0.08	2	2	S	2877527	                    Blautia sp. NBRC 113351
  0.04	1	1	S	1796616	                  Blautia pseudococcoides
  0.04	1	1	S	2779518	                  Blautia liquoris
  1.22	30	1	G	2316020	                Mediterraneibacter
  0.86	21	0	S	33039	                  [Ruminococcus] torques
  0.86	21	21	S1	657313	                    [Ruminococcus] torques L2-14
  0.33	8	8	S	33038	                  [Ruminococcus] gnavus
  1.18	29	1	G	33042	                Coprococcus
  0.90	22	22	S	410072	                  Coprococcus comes
  0.20	5	5	S	116085	                  Coprococcus catus
  0.04	1	0	S	33043	                  Coprococcus eutactus
  0.04	1	1	S1	411474	                    Coprococcus eutactus ATCC 27759
  1.10	27	0	G	2569097	                Anaerobutyricum
  1.10	27	27	S	39488	                  Anaerobutyricum hallii
  1.02	25	0	G	207244	                Anaerostipes
  1.02	25	25	S	649756	                  Anaerostipes hadrus
  0.94	23	0	G	189330	                Dorea
  0.94	23	23	S	88431	                  Dorea longicatena
  0.45	11	4	G	841	                Roseburia
  0.24	6	2	S	166486	                  Roseburia intestinalis
  0.08	2	2	S1	536231	                    Roseburia intestinalis L1-82
  0.08	2	2	S1	718255	                    Roseburia intestinalis XB6B4
  0.04	1	1	S	301301	                  Roseburia hominis
  0.12	3	0	G	28050	                Lachnospira
  0.12	3	3	S	39485	                  Lachnospira eligens
  0.08	2	0	G	2944198	                Wansuia
  0.08	2	2	S	2763667	                  Wansuia hejianensis
  0.08	2	0	G	2944193	                Simiaoa
  0.08	2	2	S	2763672	                  Simiaoa sunii
  0.08	2	0	G	1506553	                Lachnoclostridium
  0.04	1	1	S	89153	                  [Clostridium] hylemonae
  0.04	1	0	G1	2608895	                  unclassified Lachnoclostridium
  0.04	1	1	S	1834196	                    Lachnoclostridium sp. YL32
  0.04	1	0	G	2005359	                Faecalicatena
