 62.22	10509	10509	U	0	unclassified
 37.78	6380	155	R	1	root
 36.69	6197	0	R1	131567	  cellular organisms
 36.33	6136	50	D	2	    Bacteria
 31.81	5372	13	D1	1783272	      Terrabacteria group
 20.03	3383	122	P	1239	        Firmicutes
 15.83	2674	0	C	186801	          Clostridia
 15.82	2671	145	O	186802	            Eubacteriales
 10.15	1715	183	F	186803	              Lachnospiraceae
  2.84	480	132	G	572511	                Blautia
  1.30	220	220	S	1737424	                  Blautia massiliensis
  0.41	69	0	G1	2648079	                  unclassified Blautia
  0.38	65	65	S	2479767	                    Blautia sp. SC05B48
  0.02	4	4	S	2877527	                    Blautia sp. NBRC 113351
  0.27	46	0	S	40520	                  Blautia obeum
  0.27	46	46	S1	657314	                    Blautia obeum A2-162
  0.04	6	0	S	1322	                  Blautia hansenii
  0.04	6	6	S1	537007	                    Blautia hansenii DSM 20583
  0.01	2	2	S	1796616	                  Blautia pseudococcoides
  0.01	2	2	S	1912897	                  Blautia argi
  0.01	2	2	S	2779518	                  Blautia liquoris
  0.01	1	1	S	33035	                  Blautia producta
  1.31	222	7	G	33042	                Coprococcus
  0.94	159	159	S	410072	                  Coprococcus comes
  0.23	39	39	S	116085	                  Coprococcus catus
  0.05	9	0	G1	2684943	                  unclassified Coprococcus
  0.05	9	9	S	751585	                    Coprococcus sp. ART55/1
  0.05	8	0	S	33043	                  Coprococcus eutactus
  0.05	8	8	S1	411474	                    Coprococcus eutactus ATCC 27759
  1.14	192	0	G	2569097	                Anaerobutyricum
  1.14	192	192	S	39488	                  Anaerobutyricum hallii
  1.00	169	0	G	189330	                Dorea
  1.00	169	169	S	88431	                  Dorea longicatena
  0.95	160	0	G	207244	                Anaerostipes
  0.95	160	160	S	649756	                  Anaerostipes hadrus
  0.92	156	3	G	2316020	                Mediterraneibacter
  0.60	101	0	S	33039	                  [Ruminococcus] torques
  0.60	101	101	S1	657313	                    [Ruminococcus] torques L2-14
  0.31	52	45	S	33038	                  [Ruminococcus] gnavus
  0.04	7	7	S1	411470	                    [Ruminococcus] gnavus ATCC 29149
  0.37	63	13	G	841	                Roseburia
  0.20	33	15	S	166486	                  Roseburia intestinalis
  0.06	10	10	S1	536231	                    Roseburia intestinalis L1-82
  0.03	5	5	S1	718255	                    Roseburia intestinalis XB6B4
  0.02	3	3	S1	657315	                    Roseburia intestinalis M50/1
  0.09	16	16	S	301301	                  Roseburia hominis
  0.01	1	0	G1	2637578	                  unclassified Roseburia
  0.01	1	1	S	2763062	                    Roseburia sp. NSJ-69
  0.19	32	0	G	28050	                Lachnospira
  0.19	32	31	S	39485	                  Lachnospira eligens
  0.01	1	1	S1	515620	                    [Eubacterium] eligens ATCC 27750
  0.12	20	0	G	1506553	                Lachnoclostridium
  0.08	13	13	S	29347	                  [Clostridium] scindens
  0.02	3	0	G1	2608895	                  unclassified Lachnoclostridium
  0.02	3	3	S	1834196	                    Lachnoclostridium sp. YL32
  0.01	2	2	S	89153	                  [Clostridium] hylemonae
  0.01	2	2	S	1871021	                  Lachnoclostridium phocaeense
  0.05	8	0	G	2944193	                Simiaoa
  0.05	8	8	S	2763672	                  Simiaoa sunii
  0.04	6	0	G	2719313	                Enterocloster
  0.02	4	4	S	208479	                  Enterocloster bolteae
  0.01	2	2	S	1531	                  Enterocloster clostridioformis
  0.03	5	0	G	2005359	                Faecalicatena
  0.03	5	0	G1	2635385	                  unclassified Faecalicatena
  0.03	5	5	S	2823316	                    Faecalicatena sp. Marseille-Q4148
  0.02	4	0	G	2944198	                Wansuia
  0.02	4	4	S	2763667	                  Wansuia hejianensis
  0.02	4	0	G	2944152	                Wujia
  0.02	4	4	S	2763670	                  Wujia chipingensis
  0.02	4	0	G	1769710	                Sellimonas
  0.02	4	4	S	1653434	                  Sellimonas intestinalis
  0.01	2	0	G	1164882	                Lachnoanaerobaculum
